-50,-180,-175,-170,-165,-160,-155,-150,-145,-140,-135,-130,-125,-120,-115,-110,-105,-100,-95,-90,-85,-80,-75,-70,-65,-60,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180
0,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433,11.7855375385433
5,11.4953681110269,11.4992211060349,11.5036772475365,11.5086844362595,11.5141769730222,11.5200776083739,11.5263000611308,11.5327518329273,11.5393371301944,11.545959707401,11.552525465405,11.5589446737419,11.5651337315601,11.5710164333278,11.576524756582,11.5815992341153,11.5861890071564,11.5902516756912,11.5937530652448,11.5966670163782,11.5989752759419,11.6006675316488,11.6017415888884,11.602203646584,11.6020685930905,11.6013602183438,11.6001112284361,11.5983629550278,11.5961646742738,11.5935724859024,11.5906477485744,11.5874551174797,11.5840602782039,11.580527511478,11.5769172514187,11.5732838116538,11.5696734475996,11.5661228994787,11.5626585218816,11.5592960560082,11.5560410457237,11.5528898442133,11.549831110379,11.5468476580751,11.5439185005757,11.5410209288557,11.538132475108,11.5352326400939,11.5323043005644,11.5293347560549,11.5263164174191,11.5232471771651,11.5201305296197,11.5169755239897,11.5137966342358,11.5106136167752,11.5074514027923,11.5043400401201,11.501314665202,11.4984154536826,11.4956874737439,11.4931803532801,11.4909476729788,11.4890460129679,11.4875336096971,11.4864686190967,11.4859070273368,11.4859002963302,11.4864928719445,11.4877197134381,11.4896040189717,11.4921553214625,11.4953681110269
10,10.6975107771198,10.7059604402041,10.7166212028912,10.7292764217589,10.7436272165207,10.7593111381593,10.775925181309,10.7930509174723,10.8102793469514,10.8272331494979,10.843584344896,10.8590659165917,10.8734766438863,10.8866791551629,10.8985919718764,10.9091769757534,10.9184242232033,10.9263362916443,10.9329143375659,10.9381477723545,10.9420089494421,10.9444535673035,10.9454267134436,10.9448737039921,10.9427542098741,10.9390576873616,10.9338179064378,10.9271244212978,10.9191291466061,10.9100467526077,10.9001483080052,10.8897483990831,10.8791867440017,10.8688060086385,10.8589280298515,10.8498308979794,10.8417293060729,10.8347602381451,10.828975480477,10.8243416718565,10.8207477590477,10.8180189022897,10.8159351860093,10.8142530150679,10.8127268679908,10.8111291501786,10.8092662214989,10.8069892136679,10.8041989326543,10.8008448774405,10.7969191134811,10.7924463367337,10.787471883687,10.7820496348233,10.7762316987109,10.770061456153,10.7635710249249,10.756783540636,10.7497199252276,10.7424091286539,10.7349002747715,10.7272747950918,10.7196565410597,10.7122180394549,10.7051814738651,10.6988135847683,10.6934144060201,10.6893005085352,10.6867841128504,10.6861499795147,10.6876323247059,10.6913940970628,10.6975107771198
15,9.381825911947,9.39631062621636,9.41659131314568,9.4419893434077,9.47152313462946,9.50399039251638,9.53806954376678,9.57242955500581,9.60583661708832,9.63724672909085,9.66587491394281,9.69123441705446,9.71314250841694,9.73169312909178,9.74720027443216,9.76011934115994,9.77095631243131,9.78017624866167,9.78812279338967,9.79495914169895,9.80063822294768,9.80490603961898,9.80733771419425,9.80740147408781,9.80454217675976,9.79827352213338,9.78826707466959,9.77442665188642,9.75693837802282,9.73628948979337,9.71325250554537,9.68883529914533,9.66420160222519,9.64057010171599,9.6191031734658,9.60079796575326,9.5863926672198,9.57629919743667,9.57057035848431,9.56890510400893,9.57069068883015,9.5750758355522,9.58106540252929,9.58762484360964,9.59378219614264,9.59871631432194,9.60182227265558,9.60274790200364,9.60139889469239,9.59791348417396,9.59261107942705,9.58592214937205,9.57830883806175,9.57018697224911,9.56186005990414,9.55347444273159,9.54500202011056,9.53625320624119,9.5269185362272,9.5166332490777,9.50505588634402,9.49194994694004,9.47725718310319,9.46115219628233,9.44407035979212,9.42670437995619,9.4099685728026,9.39493374596373,9.38273903848227,9.3744898384337,9.3711526824576,9.37345863189477,9.381825911947
20,7.52624732750292,7.54917055564046,7.58525092880351,7.63272477319431,7.68897325589181,7.75077636835856,7.81462454217995,7.87705246312072,7.93495883385298,7.98587908407129,8.02818418587286,8.06118666310472,8.08514381091422,8.10115772336376,8.11098183959229,8.1167540733315,8.12068635587302,8.12474807276199,8.13038442989111,8.13830846801595,8.14839653731532,8.1597025176038,8.17058858261657,8.1789534376198,8.18252600528549,8.17918545773146,8.16726751749108,8.14582091211848,8.11478501864258,8.07506855172578,8.02851879251133,7.97778115485378,7.92605994717713,7.87680281068621,7.8333424865326,7.79853830884564,7.7744635864831,7.76218162614997,7.76164184807374,7.7717097708577,7.79032419550619,7.81475625354702,7.84193199994532,7.86877489398584,7.89252649336729,7.91101096335898,7.92281895188164,7.92739680630284,7.92503679749105,7.91677275618319,7.90419369230916,7.88919592879876,7.87370184140704,7.85937939900057,7.84739957249895,7.83826646125092,7.83174663218914,7.8269102473583,7.8222794380786,7.81606262226199,7.80644060253909,7.79186368241235,7.77131924989093,7.74453523121859,7.7120945462404,7.67544717707054,7.63681815976459,7.59902080930171,7.56519429020024,7.5384928309089,7.52175985995853,7.51722329965252,7.52624732750292
25,5.08910048634093,5.12416057890263,5.18659981413712,5.27239033317677,5.37545287340958,5.48831176306828,5.60288548726241,5.71131330141634,5.80672581835302,5.88388574709304,5.939646281066,5.97319345007796,5.98605339488525,5.9818580979265,5.96587798027999,5.94435122572164,5.92366906817217,5.90950951787925,5.90603900734046,5.91530898763333,5.93695273549321,5.9682369977107,6.00445672420476,6.03959959399812,6.06716821318182,6.08103869266902,6.07624946834516,6.04964139156928,6.00029726044675,5.92974927030288,5.84193596693078,5.74290077091971,5.64023879302527,5.54232322069641,5.45737825095792,5.39250623732824,5.35280864689493,5.34074663283064,5.35585616555963,5.39486758040453,5.45219883610531,5.52072220248961,5.59266633325182,5.6605154686036,5.71779560280862,5.75967730432964,5.78336156952741,5.78824049995915,5.77583800804294,5.74954176717017,5.71414322686334,5.67521425365095,5.63837012935432,5.60849683554275,5.58904676049983,5.58151788762821,5.58521563919092,5.59735142705386,5.61346798111143,5.62811831424315,5.63568216303845,5.63119089675397,5.61104663682846,5.5735525163096,5.5192060506478,5.45073803978553,5.37290267515222,5.29204237399813,5.21546673758677,5.15070146913329,5.10468012823349,5.0829662665543,5.08910048634093
30,1.99277435775619,2.04542376198072,2.15206581280385,2.30418526907961,2.48878317982076,2.68995915995582,2.89075079938916,3.07495317395747,3.22871024180534,3.34176107734259,3.40829774069228,3.42742828412626,3.40323884248646,3.34442811964482,3.26346944490062,3.17526767830356,3.09534509972838,3.037717743029,3.01277883913385,3.02561391801195,3.07514820419401,3.15434131262046,3.25136352991117,3.351442752294,3.43896649643301,3.49947301813085,3.52130305644079,3.49682364279432,3.42322354396381,3.3029044561629,3.14346934465924,2.95726729994227,2.76042485441013,2.57131009166195,2.40846507707296,2.28820549454525,2.22227579610312,2.21606503772466,2.2678324101315,2.3691415965683,2.50636021678291,2.6628096704331,2.82106515576345,2.96500037259769,3.08135425792518,3.16076817413084,3.1983463080211,3.19382316000451,3.15140030087415,3.07926803699352,2.98878436995744,2.89327135698876,2.80643188825218,2.74049664114962,2.70435646409152,2.70205337969852,2.73201093625494,2.7872385996658,2.85648836142583,2.92608966532902,2.98205267812331,3.01204622692679,3.00697845632573,2.9620545065118,2.87729551031919,2.75755753292732,2.61210009050169,2.45374646623341,2.29767559950536,2.15990352351515,2.0555567297985,1.99710379477689,1.99277435775619
35,-1.91401191193558,-1.83585855787812,-1.65347356898437,-1.38446865951876,-1.055936948893,-0.700467757975795,-0.351863634009869,-0.0413874870731692,0.205056452824145,0.368799988572234,0.439554691875479,0.41605724640329,0.306347186496518,0.127629113920238,-0.0945351191071785,-0.328124635906222,-0.538062844467629,-0.691190582735838,-0.762122205334364,-0.738444626551886,-0.623428781146967,-0.435187370566346,-0.202691044753844,0.03977062285163,0.257941450294332,0.421702710797398,0.507712040987954,0.50089018743124,0.395208342338487,0.194117973439948,-0.0892532027034708,-0.432266421823477,-0.803671271687867,-1.16578287761332,-1.4784222121416,-1.70462170920405,-1.81716508602939,-1.80407585669516,-1.67100244905479,-1.43953380110449,-1.14223125113895,-0.816348287384083,-0.498163113803702,-0.21895964173869,-0.00275511384166587,0.134655613311886,0.185882603872991,0.15177300476411,0.0411102352354906,-0.129826142532826,-0.338064727246494,-0.555508139942669,-0.7516836922196,-0.897836392684358,-0.97189977596047,-0.9631147447836,-0.874687451085446,-0.723358375726639,-0.535962715293088,-0.344223322912755,-0.17940644398768,-0.0680373262388582,-0.0291192148640018,-0.0727217416493339,-0.199575487202287,-0.401344783157775,-0.661401007828086,-0.956075779587566,-1.25648209444151,-1.53102094060944,-1.74861260988666,-1.88248247297599,-1.91401191193558
40,-6.95922787138843,-6.8441663549736,-6.52290348894456,-6.03407188202904,-5.43708648639843,-4.8002787550659,-4.19005611880236,-3.66368000901793,-3.26576600968173,-3.02723419446673,-2.96526319590579,-3.08319039558588,-3.36977257028937,-3.7976756061105,-4.32166244687618,-4.87793225708071,-5.38737079140786,-5.76605067000093,-5.94387256513645,-5.8856821936919,-5.60339919046718,-5.15111579090024,-4.60684543300768,-4.0522708518352,-3.55898885583089,-3.1826581475364,-2.96229494786896,-2.92156482069192,-3.07005480779641,-3.40359542295166,-3.9033671690866,-4.53398624527873,-5.24138080032465,-5.95233039794788,-6.57886629153991,-7.03094200013091,-7.23735686176085,-7.16746992663717,-6.84120997807336,-6.32063629603132,-5.68913283056844,-5.03058502196282,-4.41632018109063,-3.90023308434847,-3.51894843043747,-3.29392661797681,-3.23364427930661,-3.3349839881874,-3.58353022412783,-3.95282545885512,-4.40308488633749,-4.88061034347493,-5.32010010887038,-5.65244298553376,-5.81886558985009,-5.78772898872546,-5.56577464543362,-5.19680528203009,-4.74845331258864,-4.29466950399591,-3.90166526111086,-3.62030454931598,-3.48380040112837,-3.50825223821447,-3.69408903612054,-4.02743729061022,-4.48116523598577,-5.01581118430106,-5.58091771210887,-6.11756525824992,-6.56307301220325,-6.85859697399919,-6.95922787138843
45,-14.0131439482898,-13.8482634597154,-13.2253746777248,-12.2492158285962,-11.0774988146284,-9.87122026508445,-8.76296723825788,-7.84884237274273,-7.19361993604449,-6.83898955663956,-6.81010420355999,-7.11906627011891,-7.76488649673699,-8.72888073309031,-9.96322370401242,-11.3697762951066,-12.7710794204704,-13.8964494604395,-14.4412688038188,-14.2283464529843,-13.3374439494468,-12.0385797748551,-10.6214555254106,-9.29766900965444,-8.19436623666703,-7.38086355855663,-6.89323737138856,-6.749297116169,-6.95575216447314,-7.51009636680528,-8.39831253491868,-9.58786124537103,-11.0140423066733,-12.5581106563819,-14.0225890214308,-15.131382156996,-15.6061037092977,-15.3182984411156,-14.378532747082,-13.0509273418142,-11.602550742059,-10.2261764671824,-9.03834577200112,-8.10261088169621,-7.45060340299411,-7.09542299359837,-7.03891055668356,-7.27475420798005,-7.78823802151046,-8.55229746845388,-9.51878295679056,-10.6042840603426,-11.6740543145833,-12.5390800529909,-12.9943074915341,-12.907567035074,-12.3001758733081,-11.33595023471,-10.2315298133244,-9.17508964864918,-8.2963967042782,-7.67196692060712,-7.33991512755412,-7.31231010311804,-7.58254838605549,-8.12856248337201,-8.91301985680522,-9.88127716975176,-10.9576607673348,-12.0413305655385,-13.005375819451,-13.7065251920002,-14.0131439482898
