-50,-180,-175,-170,-165,-160,-155,-150,-145,-140,-135,-130,-125,-120,-115,-110,-105,-100,-95,-90,-85,-80,-75,-70,-65,-60,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180
0,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382,16.9892141670382
5,16.1543710060487,16.1563106665523,16.15857088471,16.1610747920132,16.1637116084383,16.1663498135866,16.1688534499519,16.1710995040162,16.172994174884,16.1744859730239,16.1755739728457,16.1763101232228,16.1767952302918,16.1771689844227,16.1775951211734,16.1782434008247,16.1792704905846,16.1808019863376,16.1829176924049,16.1856418978548,16.1889397895744,16.1927204003742,16.1968456994376,16.2011446949152,16.2054308281559,16.2095205683542,16.2132510063914,16.216494404264,16.2191680557439,16.2212384021344,16.2227190524518,16.2236630977041,16.2241507995026,16.2242742943921,16.2241213204925,16.2237600958266,16.223227339124,16.2225210357343,16.2215989584082,16.2203832275264,16.218770429387,16.2166461020583,16.2139018355116,16.2104528853769,16.2062541077341,16.2013121933238,16.1956925902525,16.1895201048421,16.1829728923485,16.1762703121826,16.1696558411371,16.1633768313337,16.1576632962201,16.152708056448,16.1486504529532,16.1455654450338,16.143459298811,16.1422723093235,16.1418881824766,16.1421489338635,16.1428735361251,16.1438781397548,16.1449955491554,16.1460917664786,16.1470777983026,16.1479155044045,16.1486169842251,16.1492377628698,16.1498647689115,16.1506007077792,16.1515468562108,16.1527864822194,16.1543710060487
10,13.5366030001589,13.5445833424868,13.5595326757438,13.580068376837,13.6040586063311,13.6288961706512,13.6518281315286,13.6702971448567,13.6822530010693,13.6864001674747,13.6823566940454,13.670709720465,13.6529622554903,13.6313751283518,13.6087176651945,13.587950966848,13.571877878953,13.5628018428326,13.5622400113085,13.570731848558,13.5877721128246,13.61187838397,13.6407821836035,13.6717141936749,13.7017420954648,13.7281157778543,13.7485782217478,13.7616087343964,13.7665755681741,13.7637852975667,13.7544258713945,13.7404092550231,13.7241286617628,13.7081547966319,13.6949045847194,13.6863227045364,13.683618421089,13.6870956108085,13.6961019353287,13.709105555283,13.7238882679494,13.7378269217603,13.7482239143916,13.7526439484811,13.7492171996345,13.7368764089044,13.7155046633658,13.685980021105,13.6501120579431,13.610474206702,13.5701451242488,13.5323825477569,13.5002634300056,13.4763325455966,13.4623053788875,13.4588673594203,13.4655994707184,13.481041562773,13.5028833658422,13.5282542474796,13.5540702715067,13.5773928628964,13.5957565321699,13.6074311521802,13.6115943757044,13.6083999074799,13.5989367430828,13.5850834631486,13.5692709370396,13.5541766769796,13.5423839149987,13.5360463716511,13.5366030001589
15,8.32127498036631,8.35857095082971,8.44964070090182,8.5831080678449,8.74212777138682,8.90710252305735,9.05842753193308,9.17878851399212,9.25482134902517,9.27816199697548,9.24601394047708,9.16135133647559,9.03280162228047,8.87415405197325,8.70336087815798,8.54088225245445,8.40732477175993,8.32055970363992,8.29282100369324,8.32850919600135,8.42337014956406,8.56532263362547,8.73665972243806,8.91695330084513,9.08593341403316,9.22584061888918,9.32306482087814,9.369121503764,9.36111591088302,9.30183036816788,9.19949053058464,9.06717041683944,8.92172462563717,8.78213092005723,8.66722683865676,8.59303951876266,8.57017548101961,8.60191047414824,8.68354315230919,8.80322160903486,8.94398353660839,9.08642149288508,9.21134046075907,9.30196745793483,9.34554184604064,9.33432130756819,9.26612863609673,9.1445527112073,8.97884262404464,8.78343630403261,8.57698285710274,8.38069817752854,8.21598947567636,8.10152362709501,8.05024069912478,8.0670582092431,8.14796732468361,8.28082289159656,8.4475602970188,8.62715467810578,8.79857135332728,8.94318802285495,9.04649589111438,9.09913296227647,9.09740535737261,9.04343562445838,8.94499387291658,8.8149668619304,8.67034303432571,8.53058035325503,8.41532094935977,8.34163677220898,8.32127498036631
20,-3.96528747613466,-3.66494271563768,-2.90874881029765,-1.87415457154707,-0.753349310322387,0.301459643021088,1.1891621725724,1.84917586690231,2.24757069720421,2.36679358428542,2.1998797333364,1.7485557205114,1.02501031358405,0.0579962543716495,-1.09539643465297,-2.33201676670733,-3.48540758405417,-4.33186170283561,-4.65443699537506,-4.35676555016999,-3.52784125617948,-2.38181652888205,-1.14384833718497,0.0168017766231416,0.994721968290221,1.73156994929976,2.19818184016008,2.38253829902446,2.28349249062633,1.90894985985099,1.27781549475097,0.42586503726178,-0.584039020693891,-1.64864033979975,-2.61532189353128,-3.29590818547663,-3.52322644292314,-3.23370771442052,-2.50622606191791,-1.51505110515447,-0.447190818310967,0.549408498191567,1.37603992017889,1.97306226927722,2.30664215376563,2.35885581360432,2.12201299960275,1.59670378748974,0.79345823029497,-0.261145166787324,-1.51220789217196,-2.85703604876809,-4.1240071477691,-5.0738956456025,-5.46579393402333,-5.18652763586441,-4.33026830030216,-3.13136386695158,-1.83328201444456,-0.614918216035481,0.415116309147627,1.19808621117155,1.70507969130659,1.92410523266093,1.85361277666381,1.50073954985503,0.883434000669199,0.0365987124389458,-0.977232001432094,-2.05379702425287,-3.03710007066301,-3.73265878400575,-3.96528747613466
25,-3.01722858995362,-3.43560010492835,-4.69878559250201,-7.07349379164139,-11.3141641180603,-20.1921291683213,-18.7686480524395,-11.974656735002,-9.26837974259123,-8.58339018807441,-9.60837791784666,-12.9976317535543,-23.7535837312319,-17.8686788324414,-9.65226107940239,-5.7416632383531,-3.50419158826103,-2.29689469065925,-1.88886732142577,-2.21444651639778,-3.32336505839236,-5.41550177017769,-9.03369678041624,-16.1299915161874,-26.8700985861744,-14.1165923541825,-10.3784485798308,-9.2771463226471,-10.0449879377018,-13.142172288999,-22.5644516421555,-19.5015388255105,-10.6553742294997,-6.61754140561757,-4.35495426040512,-3.17167047044411,-2.82723130879633,-3.26381546002208,-4.5596934842935,-6.99406543913911,-11.3922898002195,-21.9281017840955,-20.0970505987179,-12.317040837266,-9.58031431566732,-8.9840906788369,-10.1888697425275,-13.9939419535655,-27.8418352711421,-16.5531653788372,-9.26349071831414,-5.61648361524993,-3.50781428915924,-2.37286749120271,-2.0015671215538,-2.33237943681735,-3.40897522508461,-5.40933835983319,-8.80485182473211,-15.1807457626732,-40.4174305985905,-15.862546793045,-11.4975919142098,-10.1702557862684,-10.8227178944518,-13.8392179301467,-22.2682162658379,-18.4535310218988,-10.6576283766232,-6.76527098998505,-4.54242532750622,-3.36793846305629,-3.01722858995362
30,1.88629173361237,1.62421373992146,0.854937603325577,-0.496995617469503,-2.57830504203518,-5.66131677155365,-10.3050977735402,-17.978324573567,-31.046647001929,-28.0140130438073,-34.4140852752752,-16.3062875897441,-9.02423109474386,-4.54701840673484,-1.53009197456993,0.531710622540718,1.88600775157394,2.6667883634561,2.94328696518094,2.73847455345789,2.0347587730125,0.77154178541221,-1.16714887061062,-3.98467240984973,-8.05297822182632,-14.1419929741948,-24.1441604053037,-38.0691571510536,-26.3699681626528,-15.3623685494662,-8.95161638090359,-4.74548522364051,-1.86141538291294,0.110876781839846,1.39143114167146,2.10432869391886,2.31379353683396,2.03796381567485,1.25183851296312,-0.118195089257153,-2.21269827669823,-5.28767551793604,-9.85448191710324,-17.2088787184507,-33.0489572698854,-33.2915960352049,-28.8726426293429,-15.5937839536477,-8.93172933784316,-4.69427517254842,-1.81355181067796,0.155850889870844,1.4422504253155,2.17205651503774,2.41151440088577,2.18304823071187,1.47034120774943,0.215941153847322,-1.69033689377264,-4.44073288281413,-8.38121520538215,-14.2002543783811,-23.4004140006711,-33.7325536800918,-25.4920006565455,-15.689046947046,-9.42245754549256,-5.22854246031155,-2.33378004013961,-0.34874373917877,0.942804783609506,1.66575403028528,1.88629173361237
35,1.16851313480606,0.947609750536941,0.286769032071424,-0.908785274232688,-2.81530691313691,-5.74610872127047,-10.3393841170517,-18.4442080230416,-36.5311938523511,-26.4554583829502,-41.4768711103208,-16.4008831468291,-8.91343478280984,-4.482665895599,-1.58301074714135,0.34361431618743,1.57689961855312,2.27510335528655,2.52374440564018,2.35141770679859,1.73391913511673,0.59260540556216,-1.21593129034452,-3.93266141218251,-7.99268837896042,-14.345748012442,-25.9837035723574,-39.6538120308972,-28.6277043357879,-15.5208077696084,-8.88199557790731,-4.73216327971777,-1.9918177253074,-0.186347927866126,0.942865486553004,1.54897492094174,1.71594540611361,1.46936339546577,0.777811334022983,-0.451339836296122,-2.38764380097117,-5.32712877220121,-9.85437564500744,-17.5474516922257,-37.0470432167902,-28.4103240527735,-34.4858263327446,-16.5245710753626,-9.35861914031901,-5.06183545375873,-2.24977799656113,-0.389903249366531,0.7895847627538,1.44356379905226,1.65583111650061,1.45428803517194,0.815124240159839,-0.33872245335213,-2.14833029915975,-4.85319554128333,-8.89260641083916,-15.2518600786784,-27.4172460749585,-41.3778214367506,-30.6099107084449,-16.5426912290846,-9.6933621188151,-5.44196713407668,-2.64240822218845,-0.800258660459873,0.353686713989619,0.980139228726377,1.16851313480606
40,-2.82885547217186,-2.96607203153232,-3.44013929603421,-4.4304805230435,-6.25375292657888,-9.50141667098227,-15.7938700851988,-51.9945671119071,-18.6934845069186,-16.1703796375417,-19.5330458737691,-30.6045181450404,-13.6700997157471,-7.89176477730726,-4.71388752006737,-2.84598859951109,-1.77802515289749,-1.23025506354813,-1.04280268020228,-1.15873686005228,-1.62591363120155,-2.59560554292499,-4.33237260861033,-7.29588560259023,-12.5383210172383,-25.0423360594186,-22.0361416464424,-17.8742994000861,-21.3255724797474,-29.1549439388648,-13.861552714312,-8.38146527534004,-5.39400149938224,-3.69414770429068,-2.77897862979183,-2.36104673203678,-2.27378303321686,-2.46259508160766,-2.98930832298991,-4.03102027438856,-5.89778865292675,-9.15809670984771,-15.3130569635448,-37.8532872055354,-19.3041325869624,-16.62333135815,-19.8360239774487,-35.2301154780219,-14.8815737654687,-9.00067542707701,-5.82806733120409,-3.98778901768964,-2.95208570492492,-2.43555522004688,-2.27711478947105,-2.42160094434914,-2.92006079826268,-3.92665242876852,-5.71019263327698,-8.74893072194523,-14.1981990864122,-28.5883157437478,-21.8528380146239,-18.0191553782189,-20.9993608679982,-33.3355120361973,-15.0953976322088,-9.29784806813857,-6.17870834455871,-4.40294418905936,-3.43281174191339,-2.96577341283266,-2.82885547217186
45,-11.4048039330836,-11.172665781315,-10.8809713796206,-11.0509780139401,-12.3626881586069,-16.0243946693737,-28.0100575199435,-20.9693183358787,-14.5172543711309,-13.0087887142964,-14.7921262857027,-22.3427739716971,-23.437319549723,-14.0438634621849,-10.618408706739,-9.28751700383869,-9.03608957977756,-9.23679576581047,-9.38266196995696,-9.23357104044234,-8.97514827168706,-9.10209585504277,-10.2428825589137,-13.3370029689254,-21.4340704657261,-24.4918223259673,-15.6123407287032,-13.6881820619378,-15.413943476759,-23.2238327662263,-24.3322345273204,-14.9801371709887,-11.8100923858491,-10.7850344803956,-10.8464641188407,-11.2950693265854,-11.5507815190999,-11.3766785388423,-11.0500043528182,-11.1635182974241,-12.4355342653642,-16.059164395591,-27.7198813753445,-21.5562736989457,-14.9984638584037,-13.4872184734969,-15.1874647509529,-22.120400810502,-26.9543119267142,-15.885402140434,-12.2706725205072,-10.9116530350024,-10.6815583616704,-10.91541167293,-11.0819611389274,-10.9398613168099,-10.701272798894,-10.8902251553496,-12.1615067433439,-15.5518680162754,-25.0810392816391,-23.5668422762234,-15.994613983729,-14.1800574239671,-15.7282558390508,-22.6560725193813,-26.3305643497017,-15.9854287260957,-12.528586259368,-11.2884112972861,-11.1204122046004,-11.3290011009145,-11.4048039330836
