mc,t,receiver_clock_s,pos_error_m,vel_error_mps,x_error_m,y_error_m,z_error_m,vx_error_mps,vy_error_mps,vz_error_mps,clock_bias_error_m,clock_drift_error_mps,x_3sigma_m,y_3sigma_m,z_3sigma_m,vx_3sigma_mps,vy_3sigma_mps,vz_3sigma_mps,r_error_m,t_error_m,n_error_m,rdot_error_mps,tdot_error_mps,ndot_error_mps,r_3sigma_m,t_3sigma_m,n_3sigma_m,rdot_3sigma_mps,tdot_3sigma_mps,ndot_3sigma_mps,clock_bias_3sigma_m,clock_drift_3sigma_mps,srp_coeff_est_m2_kg,srp_coeff_error_m2_kg,srp_coeff_3sigma_m2_kg,num_channels,num_tracked_satellites,num_measurements
0,121,121,14.3868,0.0632592,9.41264,4.67643,-9.8241,0.0516842,-0.0312515,-0.0188098,8.83665,0.0015257,59.2261,59.1365,55.9223,0.0569195,0.0466132,0.0566669,-13.6923,-3.00083,3.23962,-0.0269199,0.00888815,0.0565512,56.4845,59.2754,58.5499,0.0588483,0.0522398,0.0493116,59.9363,0,nan,nan,nan,5,5,10
0,122,122,14.6917,0.0636003,9.70762,4.6641,-9.99269,0.0519282,-0.0313755,-0.0190798,9.08624,0.00153194,59.2211,59.1305,55.8937,0.0568981,0.0465136,0.0566431,-13.9533,-3.03491,3.45565,-0.0272044,0.00901858,0.0567767,56.4607,59.2696,58.5402,0.0588457,0.0521783,0.0492336,59.9362,0,nan,nan,nan,5,5,10
0,123,123,14.3604,0.0531202,9.21001,5.28823,-9.66605,0.046948,-0.0208027,-0.0135974,9.51336,0.00152473,59.2161,59.1245,55.8651,0.0568769,0.0464147,0.0566195,-13.6738,-3.42341,2.74399,-0.0238539,0.000753827,0.0474571,56.437,59.2638,58.5306,0.0588432,0.0521172,0.0491563,59.9361,0,nan,nan,nan,5,5,10
0,124,124,12.9245,0.0422924,7.94956,5.48918,-8.5858,0.0408925,-0.0084207,-0.00674865,9.92156,0.00152794,59.2112,59.1184,55.8366,0.0568559,0.0463165,0.0565962,-12.3072,-3.51759,1.78915,-0.0194857,-0.00904058,0.0364311,56.4134,59.258,58.5209,0.0588409,0.0520564,0.0490796,59.936,0,nan,nan,nan,5,5,10
0,125,125,12.1475,0.0344885,7.19163,6.25603,-7.53025,0.0339389,0.00602825,0.00112565,10.2584,0.00152715,59.2063,59.1124,55.8081,0.056835,0.0462191,0.056573,-11.3437,-4.25148,0.898502,-0.0145487,-0.0204726,0.0236361,56.3898,59.2522,58.5113,0.0588388,0.0519961,0.0490035,59.9358,0,nan,nan,nan,5,5,10
0,126,126,11.1694,0.0342437,6.14434,6.62165,-6.56935,0.0282321,0.0178004,0.00766329,10.5743,0.00152273,59.2014,59.1063,55.7797,0.0568143,0.0461225,0.0565501,-10.2183,-4.51012,-0.00161099,-0.0104197,-0.0298311,0.0131973,56.3663,59.2464,58.5017,0.0588368,0.0519361,0.0489279,59.9357,0,nan,nan,nan,5,5,10
0,127,127,10.3922,0.041032,4.14066,7.16167,-6.28992,0.0214961,0.0315332,0.0150732,10.8626,0.00152362,59.1965,59.1003,55.7513,0.0567938,0.0460266,0.0565274,-9.35039,-4.13205,-1.86924,-0.00576845,-0.040614,0.000924035,56.3429,59.2406,58.4921,0.058835,0.0518765,0.048853,59.9356,0,nan,nan,nan,5,5,10
0,128,128,10.2938,0.0585932,2.29328,8.32781,-5.5991,0.0113027,0.0518157,0.0249107,11.2103,0.00153179,59.1917,59.0942,55.723,0.0567735,0.0459315,0.056505,-8.39224,-4.49361,-3.91654,0.000241744,-0.0558972,-0.0175672,56.3195,59.2347,58.4825,0.0588333,0.0518173,0.0487787,59.9355,0,nan,nan,nan,5,5,10
0,129,129,9.52207,0.0682541,1.6907,8.46293,-4.0237,0.00736928,0.0604074,0.0309072,11.363,0.00152568,59.1869,59.0881,55.6948,0.0567534,0.0458371,0.0564827,-6.84519,-5.08825,-4.23355,0.00417248,-0.0634468,-0.0248138,56.2961,59.2289,58.473,0.0588318,0.0517584,0.0487049,59.9354,0,nan,nan,nan,5,5,10
0,130,130,9.64066,0.0834444,0.537213,9.15164,-2.9835,0.000682933,0.0740589,0.038442,11.5556,0.00151493,59.1821,59.082,55.6666,0.0567334,0.0457435,0.0564607,-5.71418,-5.58392,-5.39539,0.00889343,-0.0742719,-0.0369807,56.2729,59.2231,58.4634,0.0588304,0.0517,0.0486318,59.9353,0,nan,nan,nan,5,5,10
0,131,131,9.86386,0.100269,-0.585051,9.74048,-1.44096,-0.00641377,0.0885812,0.0465425,11.782,0.00151885,59.1773,59.076,55.6385,0.0567136,0.0456506,0.0564389,-4.13371,-6.26806,-6.39684,0.0139698,-0.085843,-0.0498978,56.2496,59.2172,58.4539,0.0588292,0.0516419,0.0485592,59.9352,0,nan,nan,nan,5,5,10
0,132,132,11.3682,0.118204,-0.668364,11.3362,-0.529378,-0.0137314,0.103755,0.0549401,11.8732,0.0015202,59.1725,59.0699,55.6105,0.056694,0.0455585,0.0564173,-3.83752,-7.86252,-7.25886,0.0191645,-0.0979515,-0.0633273,56.2265,59.2114,58.4444,0.0588282,0.0515842,0.0484873,59.9351,0,nan,nan,nan,5,5,10
0,133,133,12.196,0.130289,-0.905787,12.153,0.4743,-0.0182737,0.113654,0.0610244,12.0169,0.00151813,59.1678,59.0638,55.5825,0.0566745,0.0454672,0.0563959,-3.15107,-8.85423,-7.77271,0.0229461,-0.106263,-0.0718112,56.2034,59.2055,58.435,0.0588272,0.0515269,0.0484159,59.935,0,nan,nan,nan,5,5,10
0,134,134,12.8588,0.146564,-2.72443,12.3858,2.12544,-0.0248444,0.126926,0.0689459,12.1973,0.0015108,59.1631,59.0576,55.5545,0.0566553,0.0453766,0.0563748,-1.08525,-9.01727,-9.1027,0.0280173,-0.117074,-0.0836044,56.1803,59.1997,58.4255,0.0588265,0.05147,0.0483451,59.9349,0,nan,nan,nan,5,5,10
0,135,135,13.0176,0.147107,-1.696,12.4183,3.5166,-0.0243691,0.12751,0.0691934,12.1621,0.00151364,59.1584,59.0515,55.5266,0.0566362,0.0452868,0.0563538,-0.326195,-10.193,-8.09037,0.0277709,-0.117864,-0.0835308,56.1574,59.1938,58.4161,0.0588259,0.0514135,0.048275,59.9348,0,nan,nan,nan,5,5,10
0,136,136,13.6567,0.150769,-1.81348,13.1156,3.34607,-0.0264328,0.130335,0.0710306,12.1215,0.00152399,59.1537,59.0454,55.4988,0.0566172,0.0451977,0.0563331,-0.657435,-10.573,-8.61879,0.0291825,-0.119955,-0.0865466,56.1344,59.1879,58.4067,0.0588254,0.0513573,0.0482054,59.9347,0,nan,nan,nan,5,5,10
0,137,137,13.9303,0.14809,-2.02902,13.6071,2.18722,-0.0259307,0.128524,0.0688453,11.9384,0.00151991,59.149,59.0393,55.471,0.0565985,0.0451093,0.0563125,-1.72786,-10.2662,-9.25606,0.0276196,-0.117775,-0.0854208,56.1116,59.1821,58.3973,0.0588251,0.0513015,0.0481364,59.9346,0,nan,nan,nan,5,5,10
0,138,138,13.7877,0.138334,-1.1215,13.649,1.59674,-0.0220305,0.12038,0.0644948,11.6972,0.00150991,59.1444,59.0331,55.4433,0.0565799,0.0450218,0.0562922,-2.62001,-10.4129,-8.64923,0.0248941,-0.111354,-0.0782107,56.0887,59.1762,58.388,0.0588249,0.0512461,0.048068,59.9345,0,nan,nan,nan,5,5,10
0,139,139,13.3459,0.127602,-0.257275,13.2686,1.41108,-0.0177312,0.111386,0.0596753,11.5175,0.00151699,59.1398,59.027,55.4156,0.0565615,0.0449349,0.0562721,-3.01143,-10.4267,-7.76724,0.0218916,-0.104246,-0.0702567,56.066,59.1703,58.3786,0.0588248,0.0511911,0.0480002,59.9344,0,nan,nan,nan,5,5,10
0,140,140,13.3091,0.117582,0.521413,13.2906,0.468928,-0.0136791,0.103,0.0550413,11.3246,0.00150797,59.1352,59.0208,55.388,0.0565432,0.0448488,0.0562522,-4.14559,-10.3238,-7.30515,0.018959,-0.0975647,-0.0628272,56.0433,59.1644,58.3693,0.0588249,0.0511365,0.0479329,59.9344,0,nan,nan,nan,5,5,10
0,141,141,13.2919,0.105242,1.81012,13.1635,-0.348131,-0.00858307,0.0925588,0.049347,11.1418,0.00151603,59.1306,59.0146,55.3604,0.0565252,0.0447635,0.0562325,-5.33084,-10.4009,-6.33077,0.0153777,-0.0892999,-0.0535254,56.0206,59.1585,58.36,0.0588251,0.0510822,0.0478663,59.9343,0,nan,nan,nan,5,5,10
0,142,142,13.6546,0.0936393,2.79559,13.2455,-1.78623,-0.00374957,0.0827326,0.0436988,10.9828,0.00152412,59.126,59.0084,55.3329,0.0565072,0.0446789,0.0562131,-6.99164,-10.1856,-5.81541,0.0117521,-0.0813907,-0.0447858,55.998,59.1526,58.3507,0.0588255,0.0510283,0.0478002,59.9342,0,nan,nan,nan,5,5,10
0,143,143,14.3573,0.0810771,3.65061,13.3551,-3.80081,0.00166889,0.0718781,0.0374732,10.8417,0.0015224,59.1215,59.0023,55.3054,0.0564895,0.0445951,0.0561938,-9.10013,-9.6425,-5.50845,0.00774385,-0.0726902,-0.0350665,55.9754,59.1467,58.3414,0.058826,0.0509748,0.0477347,59.9341,0,nan,nan,nan,5,5,10
0,144,144,14.5673,0.0689713,4.65413,12.986,-4.68079,0.00702084,0.0609429,0.0315233,10.7331,0.00153145,59.117,58.9961,55.278,0.0564719,0.044512,0.0561747,-10.1435,-9.37505,-4.62865,0.00403564,-0.0640323,-0.0253105,55.9529,59.1408,58.3322,0.0588266,0.0509216,0.0476697,59.934,0,nan,nan,nan,5,5,10
0,145,145,14.9397,0.0585293,5.57758,12.7038,-5.54053,0.0118055,0.0510689,0.0260438,10.6075,0.00152169,59.1125,58.9899,55.2507,0.0564545,0.0444296,0.0561559,-11.1653,-9.14484,-3.8605,0.000621841,-0.0561356,-0.0165557,55.9305,59.1349,58.323,0.0588274,0.0508689,0.0476054,59.934,0,nan,nan,nan,5,5,10
0,146,146,15.7822,0.046257,6.03174,12.3777,-7.71286,0.0181129,0.0381725,0.0188279,10.4857,0.00151948,59.108,58.9836,55.2234,0.0564372,0.044348,0.0561372,-13.0999,-8.01324,-3.64109,-0.00388606,-0.0458122,-0.00508402,55.9081,59.129,58.3138,0.0588283,0.0508165,0.0475416,59.9339,0,nan,nan,nan,5,5,10
0,147,147,17.1956,0.0380244,7.49222,12.4053,-9.25548,0.0237352,0.0269634,0.0124687,10.3673,0.00151785,59.1035,58.9774,55.1961,0.0564201,0.044267,0.0561187,-15.0229,-7.90799,-2.73201,-0.00792783,-0.0368532,0.00498488,55.8858,59.123,58.3046,0.0588293,0.0507645,0.0474784,59.9338,0,nan,nan,nan,5,5,10
0,148,148,18.362,0.033829,8.75449,12.168,-10.6048,0.0293616,0.0156786,0.00603926,10.3065,0.00152241,59.0991,58.9712,55.1689,0.0564032,0.0441869,0.0561005,-16.6131,-7.61223,-1.79569,-0.0119943,-0.0277994,0.0150907,55.8635,59.1171,58.2954,0.0588305,0.0507128,0.0474158,59.9338,0,nan,nan,nan,5,5,10
0,149,149,19.8993,0.0348108,9.58482,12.1789,-12.4815,0.0343364,0.00572229,0.00024397,10.2156,0.00151279,59.0946,58.965,55.1418,0.0563864,0.0441074,0.0560824,-18.5576,-7.03954,-1.42932,-0.0156824,-0.019749,0.0239964,55.8412,59.1112,58.2863,0.0588317,0.0506615,0.0473537,59.9337,0,nan,nan,nan,5,5,10
0,150,150,20.6457,0.0406207,10.9463,11.6135,-13.0976,0.0398303,-0.00538039,-0.00588541,10.1837,0.00150893,59.0902,58.9587,55.1147,0.0563698,0.0440287,0.0560645,-19.4548,-6.90972,-0.109305,-0.0194766,-0.0109109,0.033936,55.819,59.1052,58.2771,0.0588331,0.0506106,0.0472922,59.9336,0,nan,nan,nan,5,5,10
0,151,151,23.0171,0.0504661,12.3841,11.7734,-15.421,0.0457469,-0.0169492,-0.0129139,10.1283,0.00151424,59.0859,58.9525,55.0876,0.0563534,0.0439507,0.0560468,-22.0754,-6.49001,0.584443,-0.0240418,-0.00146028,0.0443473,55.7969,59.0993,58.268,0.0588347,0.05056,0.0472312,59.9335,0,nan,nan,nan,5,5,10
0,152,152,22.4419,0.0496014,12.4142,11.3548,-14.8524,0.0453271,-0.0158303,-0.0124561,10.2651,0.00151997,59.0815,58.9462,55.0606,0.0563371,0.0438735,0.0560294,-21.4696,-6.46597,0.941059,-0.0238535,-0.00231389,0.0434276,55.7748,59.0933,58.2589,0.0588363,0.0505098,0.0471708,59.9335,0,nan,nan,nan,5,5,10
0,153,153,21.4107,0.0407299,11.3255,11.6575,-13.9374,0.0399465,-0.00457669,-0.00650034,10.3828,0.00152579,59.0772,58.9399,55.0337,0.0563209,0.0437969,0.0560121,-20.3517,-6.64991,0.0377893,-0.0203355,-0.011208,0.033463,55.7527,59.0874,58.2499,0.0588381,0.05046,0.0471109,59.9334,0,nan,nan,nan,5,5,10
0,154,154,20.1463,0.035817,10.3676,11.6418,-12.7615,0.0354786,0.00471805,-0.00136572,10.5111,0.00153242,59.0728,58.9337,55.0068,0.0563049,0.0437211,0.055995,-18.96,-6.79025,-0.534718,-0.0172479,-0.0186536,0.025247,55.7307,59.0814,58.2408,0.05884,0.0504105,0.0470516,59.9334,0,nan,nan,nan,5,5,10
0,155,155,19.4125,0.0343081,9.75903,12.0368,-11.6927,0.0305604,0.0150127,0.00421013,10.5789,0.00153156,59.0685,58.9274,54.9799,0.0562891,0.0436459,0.0559781,-17.9394,-7.33762,-1.08651,-0.0139445,-0.0268633,0.0161542,55.7088,59.0755,58.2318,0.058842,0.0503614,0.0469929,59.9333,0,nan,nan,nan,5,5,10
0,156,156,17.8849,0.0368174,8.78872,11.8277,-10.1358,0.0261483,0.0241463,0.00942055,10.7164,0.00151926,59.0642,58.9211,54.9531,0.0562734,0.0435715,0.0559613,-16.1552,-7.52586,-1.497,-0.0107817,-0.0342615,0.00808865,55.6869,59.0695,58.2228,0.0588441,0.0503126,0.0469346,59.9332,0,nan,nan,nan,5,5,10
0,157,157,17.4268,0.0465452,6.5986,12.562,-10.1168,0.0182679,0.0396093,0.0162431,10.7525,0.00152282,59.06,58.9148,54.9264,0.0562579,0.0434978,0.0559448,-15.4916,-7.0895,-3.66681,-0.00695562,-0.0456031,-0.00619944,55.665,59.0635,58.2138,0.0588463,0.0502642,0.046877,59.9332,0,nan,nan,nan,5,5,10
0,158,158,18.0609,0.0556378,5.48235,13.552,-10.6058,0.0137282,0.0494545,0.0214792,10.7507,0.001523,59.0557,58.9084,54.8997,0.0562425,0.0434248,0.0559285,-15.7846,-7.06387,-5.21015,-0.00397921,-0.0534911,-0.0147797,55.6432,59.0575,58.2048,0.0588487,0.0502161,0.0468198,59.9331,0,nan,nan,nan,5,5,10
0,159,159,16.9875,0.0678428,4.29867,13.7515,-8.99946,0.00790726,0.0612945,0.0279841,10.7779,0.00152525,59.0515,58.9021,54.873,0.0562273,0.0433524,0.0559123,-14.0081,-7.4884,-6.02242,-8.0357e-05,-0.062927,-0.0253541,55.6215,59.0515,58.1959,0.0588511,0.0501684,0.0467632,59.933,0,nan,nan,nan,5,5,10
0,160,160,16.6231,0.0790485,3.4227,14.1691,-7.9907,0.00298379,0.071518,0.03354,10.8135,0.00152276,59.0473,58.8958,54.8464,0.0562122,0.0432808,0.0558963,-12.9384,-7.90941,-6.80934,0.00317582,-0.071094,-0.0344125,55.5997,59.0455,58.1869,0.0588537,0.0501211,0.0467072,59.933,0,nan,nan,nan,5,5,10
0,161,161,15.7898,0.0919371,2.57995,14.3475,-6.06718,-0.00257899,0.0827284,0.0400223,10.831,0.00152482,59.0431,58.8894,54.8199,0.0561973,0.0432099,0.0558805,-11.0275,-8.63576,-7.28942,0.0071371,-0.0801793,-0.0444159,55.5781,59.0396,58.178,0.0588564,0.050074,0.0466516,59.9329,0,nan,nan,nan,5,5,10
0,162,162,15.68,0.105117,1.62302,14.8479,-4.77139,-0.00808326,0.0940445,0.0462592,10.812,0.00153219,59.0389,58.8831,54.7933,0.0561825,0.0431396,0.0558649,-9.71064,-9.23136,-8.14533,0.0108188,-0.0892487,-0.0544724,55.5564,59.0336,58.1691,0.0588592,0.0500274,0.0465966,59.9329,0,nan,nan,nan,5,5,10
0,163,163,16.0094,0.120703,0.260175,15.5795,-3.67606,-0.0144943,0.107153,0.0536413,10.7439,0.00152335,59.0348,58.8767,54.7669,0.0561678,0.04307,0.0558494,-8.47508,-9.71632,-9.49039,0.0152267,-0.0998241,-0.0661256,55.5349,59.0275,58.1602,0.058862,0.049981,0.0465421,59.9328,0,nan,nan,nan,5,5,10
0,164,164,16.0548,0.13101,-0.414683,15.9122,-2.09432,-0.0180397,0.115198,0.0597286,10.7476,0.00151894,59.0306,58.8704,54.7404,0.0561533,0.0430011,0.0558341,-6.97735,-10.4632,-9.97978,0.019055,-0.107289,-0.0727289,55.5133,59.0215,58.1514,0.058865,0.0499351,0.0464881,59.9327,0,nan,nan,nan,5,5,10
0,165,165,16.0232,0.127252,-0.442558,15.8606,-2.23363,-0.0167095,0.112028,0.0579946,10.7371,0.00151944,59.0265,58.864,54.7141,0.056139,0.0429329,0.055819,-7.0731,-10.337,-9.99302,0.0180414,-0.104673,-0.0700784,55.4918,59.0155,58.1425,0.0588681,0.0498894,0.0464346,59.9327,0,nan,nan,nan,5,5,10
0,166,166,16.3871,0.121467,-0.104817,16.0991,-3.05702,-0.0145469,0.107262,0.0551133,10.7045,0.00151726,59.0224,58.8576,54.6877,0.0561248,0.0428654,0.0558041,-7.9963,-10.2366,-9.99046,0.0162588,-0.100663,-0.0660055,55.4704,59.0095,58.1337,0.0588713,0.0498441,0.0463817,59.9326,0,nan,nan,nan,5,5,10
0,167,167,16.4463,0.114859,0.349363,16.0761,-3.45222,-0.0120756,0.101738,0.0519243,10.7056,0.00152047,59.0184,58.8512,54.6614,0.0561107,0.0427985,0.0557894,-8.51683,-10.2135,-9.67629,0.0143509,-0.0960739,-0.0612902,55.449,59.0035,58.1249,0.0588746,0.0497991,0.0463292,59.9326,0,nan,nan,nan,5,5,10
0,168,168,17.0432,0.110962,0.687757,16.4972,-4.22351,-0.0108134,0.0987085,0.0495197,10.6718,0.00152333,59.0143,58.8448,54.6352,0.0560967,0.0427322,0.0557748,-9.4581,-10.2722,-9.77225,0.012764,-0.093182,-0.0588786,55.4276,58.9975,58.1161,0.058878,0.0497545,0.0462773,59.9325,0,nan,nan,nan,5,5,10
0,169,169,17.8217,0.102759,1.98843,16.9294,-5.20131,-0.00735676,0.0917814,0.0456224,10.6845,0.00151991,59.0103,58.8384,54.609,0.0560829,0.0426667,0.0557603,-10.9756,-10.658,-9.14091,0.010339,-0.0876288,-0.0526654,55.4063,58.9914,58.1074,0.0588815,0.0497101,0.0462258,59.9324,0,nan,nan,nan,5,5,10
0,170,170,18.4793,0.0961511,2.44503,17.2104,-6.26963,-0.00465277,0.0861805,0.0423829,10.6918,0.00151702,59.0062,58.832,54.5828,0.0560693,0.0426017,0.0557461,-12.1692,-10.5106,-9.10622,0.00833619,-0.0830519,-0.0477275,55.385,58.9854,58.0986,0.0588851,0.0496662,0.0461748,59.9324,0,nan,nan,nan,5,5,10
0,171,171,19.032,0.0882777,2.65798,17.2771,-7.5268,-0.00140027,0.0793829,0.0385921,10.7349,0.00151984,59.0022,58.8255,54.5567,0.0560557,0.0425375,0.055732,-13.3479,-9.99932,-9.16868,0.0060554,-0.0775523,-0.0417362,55.3637,58.9793,58.0899,0.0588888,0.0496225,0.0461244,59.9323,0,nan,nan,nan,5,5,10
0,172,172,19.3604,0.0808297,3.36279,17.2513,-8.11854,0.00175879,0.0728309,0.0350145,10.7825,0.00151367,58.9983,58.8191,54.5307,0.0560423,0.0424738,0.0557181,-14.1368,-9.97853,-8.68362,0.00391653,-0.0722987,-0.0359306,55.3425,58.9733,58.0812,0.0588926,0.0495791,0.0460744,59.9323,0,nan,nan,nan,5,5,10
0,173,173,20.0953,0.074766,3.53941,17.4713,-9.27623,0.00427052,0.0674276,0.0320191,10.8024,0.00150666,58.9943,58.8126,54.5046,0.0560291,0.0424109,0.0557043,-15.268,-9.61214,-8.84959,0.00215077,-0.0678998,-0.0312241,55.3214,58.9672,58.0725,0.0588964,0.0495361,0.0460249,59.9322,0,nan,nan,nan,5,5,10
0,174,174,20.0411,0.066019,4.28493,17.0506,-9.62095,0.00816288,0.0593763,0.0276826,10.9057,0.0015073,58.9903,58.8062,54.4787,0.056016,0.0423485,0.0556907,-15.7301,-9.44461,-8.06275,-0.000404981,-0.0614724,-0.0240725,55.3002,58.9612,58.0639,0.0589004,0.0494934,0.0459759,59.9322,0,nan,nan,nan,5,5,10
0,175,175,20.8688,0.0588653,5.39927,17.2596,-10.4144,0.0115564,0.0525427,0.0238923,10.9841,0.00150546,58.9864,58.7997,54.4527,0.0560029,0.0422868,0.0556772,-16.9393,-9.66954,-7.42051,-0.00270286,-0.0559973,-0.0179478,55.2791,58.9551,58.0552,0.0589044,0.049451,0.0459274,59.9321,0,nan,nan,nan,5,5,10
0,176,176,21.6887,0.0505403,6.57124,17.249,-11.3882,0.0158145,0.0440177,0.0191485,11.1033,0.00150875,58.9825,58.7932,54.4268,0.0559901,0.0422257,0.0556639,-18.2491,-9.66403,-6.63132,-0.0055745,-0.0491666,-0.0102901,55.2581,58.9491,58.0466,0.0589085,0.049409,0.0458793,59.932,0,nan,nan,nan,5,5,10
0,177,177,22.3899,0.0438634,6.77909,17.1076,-12.7546,0.0194947,0.0363576,0.0149023,11.2061,0.00150243,58.9786,58.7867,54.401,0.0559773,0.0421652,0.0556508,-19.4435,-8.93273,-6.59263,-0.00807555,-0.0429695,-0.00352283,55.2371,58.943,58.038,0.0589128,0.0493672,0.0458317,59.932,0,nan,nan,nan,5,5,10
0,178,178,23.0788,0.0379438,6.74215,16.7993,-14.3164,0.0234988,0.0279938,0.0101923,11.3323,0.00150102,58.9747,58.7802,54.3752,0.0559647,0.0421053,0.0556378,-20.6419,-7.86841,-6.68073,-0.0108511,-0.0361554,0.00384366,55.2161,58.9369,58.0294,0.0589171,0.0493257,0.0457845,59.9319,0,nan,nan,nan,5,5,10
0,179,179,22.9149,0.0340636,7.66574,16.0338,-14.4654,0.0280447,0.0185952,0.00529537,11.5169,0.00150365,58.9709,58.7737,54.3494,0.0559522,0.0420461,0.055625,-20.8929,-7.62299,-5.52008,-0.0136433,-0.0287207,0.0122191,55.1952,58.9309,58.0208,0.0589214,0.0492846,0.0457379,59.9319,0,nan,nan,nan,5,5,10
0,180,180,23.7401,0.0338318,8.23026,15.7253,-15.766,0.0323778,0.00980786,0.000276555,11.6661,0.00149895,58.9671,58.7672,54.3237,0.0559398,0.0419874,0.0556123,-22.1201,-6.95623,-5.0896,-0.0166508,-0.0215735,0.0200481,55.1743,58.9248,58.0123,0.0589259,0.0492437,0.0456917,59.9318,0,nan,nan,nan,5,5,10
