link_id,epoch_index,t_tdb,t_utc,gnss_const_id,gnss_const,prn,frequency_id,frequency,rx_x_ecef_m,rx_y_ecef_m,rx_z_ecef_m,tx_x_ecef_m,tx_y_ecef_m,tx_z_ecef_m,tangent_radius_earth_center_m,tangent_altitude_m,tx_boresight_angle_deg,cn0_dbhz,ionosphere_plasma_delay_m,tecu,tec_delay_m,second_delay_m,third_delay_m,dist_bend_m,tec_delay_bend_m,max_sep_line_m,final_pos_err_m
41,10,788961679.1839,788961610.0,0,GPS,4,0,L1,-331121397.0238,-92121435.56089,-164167710.2859,25317989.21485,-273211.1606242,-8162952.638023,18282436.19851,11911436.19851,43.41181048643,12.26983002164,0.14694506946806613,0.9049874337895706,0.14694502459201184,4.3681113653963234e-08,1.1949406353320004e-09,0,0,0,0
42,10,788961679.1839,788961610.0,0,GPS,21,0,L1,-331121397.0238,-92121435.56089,-164167710.2859,18230121.91187,11038730.39868,16846472.97046,8025188.469173,1654188.469173,17.18226578026,22.76621762784,2.8112489962367815,17.32167911324056,2.812563432634268,-0.001315851393863996,1.4149963776158494e-06,0,0,0,0
43,10,788961679.1839,788961610.0,0,GPS,27,0,L1,-331121397.0238,-92121435.56089,-164167710.2859,19446228.39591,12846498.33456,-13384478.9903,21933596.39121,15562596.39121,54.69587491773,14.16165790447,0.026319383575321865,0.16209222258567815,0.026319310903895585,7.256110793436668e-08,1.1031834420273198e-10,0,0,0,0
44,11,788961680.1839,788961611.0,0,GPS,2,0,L1,-331129049.3513,-92097210.29936,-164168223.916,17226675.57489,3590944.014081,20442211.22976,10270452.83855,3899452.838549,22.38134604576,16.73951238629,0.5674214275812237,3.495160057910281,0.5675176930490574,-9.630882583622426e-05,4.335800248694251e-08,0,0,0,0
45,11,788961680.1839,788961611.0,0,GPS,4,0,L1,-331129049.3513,-92097210.29936,-164168223.916,25318922.44482,-272770.4510571,-8159998.97829,18279862.25363,11908862.25363,43.40422549465,12.28365779222,0.14704652857462083,0.905612287495931,0.14704648361765052,4.376031971721987e-08,1.1966505950215084e-09,0,0,0,0
46,11,788961680.1839,788961611.0,0,GPS,21,0,L1,-331129049.3513,-92097210.29936,-164168223.916,18230886.53581,11040585.43245,16844451.17985,8025626.079184,1654626.079184,17.18322320693,22.76415582387,2.8112472867686917,17.321667624898282,2.812561567244014,-0.0013156950923405033,1.4146170183042414e-06,0,0,0,0
47,11,788961680.1839,788961611.0,0,GPS,27,0,L1,-331129049.3513,-92097210.29936,-164168223.916,19444565.02476,12846421.30677,-13386938.96592,21935550.39321,15564550.39321,54.7031290264,14.16188259066,0.026302449147784075,0.16198792944272364,0.02630237657101534,7.246659947751494e-08,1.1016925586552811e-10,0,0,0,0
48,12,788961681.1839,788961612.0,0,GPS,2,0,L1,-331136699.7661,-92072984.71123,-164168738.184,17227649.62272,3593209.381584,20440972.22443,10268408.06097,3897408.060969,22.37666204625,16.75065689336,0.5680633795349256,3.4991146338551817,0.568159807224103,-9.647114453205617e-05,4.3455354627110724e-08,0,0,0,0
49,12,788961681.1839,788961612.0,0,GPS,4,0,L1,-331136699.7661,-92072984.71123,-164168738.184,25319855.87369,-272329.8785066,-8157045.318558,18277288.43206,11906288.43206,43.39664066742,12.29748924181,0.14711415441843465,0.9060287740071616,0.14711410955183474,4.3668830693164976e-08,1.1977692070639465e-09,0,0,0,0
50,12,788961681.1839,788961612.0,0,GPS,21,0,L1,-331136699.7661,-92072984.71123,-164168738.184,18231651.527,11042440.41379,16842429.38923,8026065.194,1655065.194,17.18418361803,22.76208757984,2.811233247768497,17.321580080190053,2.8125473523954723,-0.0013155188117183276,1.4141847428174138e-06,0,0,0,0
51,12,788961681.1839,788961612.0,0,GPS,27,0,L1,-331136699.7661,-92072984.71123,-164168738.184,19442901.74584,12846344.59002,-13389398.94121,21937504.53239,15566504.53239,54.71038330967,14.16210690697,0.0262887262058785,0.16190341438452413,0.02628865365416387,7.244159433333508e-08,1.1012029606049754e-10,0,0,0,0
52,13,788961682.1839,788961613.0,0,GPS,2,0,L1,-331144348.2722,-92048758.78249,-164169253.0895,17228624.09261,3595474.62573,20439733.21911,10266364.03546,3895364.035456,22.37197945849,16.76179628364,0.5685658854861714,3.5022103971996286,0.5686624738952588,-9.663196185541273e-05,4.355276795423192e-08,0,0,0,0
53,13,788961682.1839,788961613.0,0,GPS,4,0,L1,-331144348.2722,-92048758.78249,-164169253.0895,25320789.50143,-271889.4441048,-8154091.658826,18274714.73384,11903714.73384,43.38905600513,12.31132437183,0.14721030183910247,0.9066209151967364,0.1472102569660587,4.3673715249249705e-08,1.199328518623478e-09,0,0,0,0
54,13,788961682.1839,788961613.0,0,GPS,21,0,L1,-331144348.2722,-92048758.78249,-164169253.0895,18232416.88587,11044295.34235,16840407.59835,8026505.813484,1655505.813484,17.18514701325,22.76001289702,2.8111848978810525,17.321281272903434,2.8124988343250097,-0.0013153502415938088,1.4137976366577702e-06,0,0,0,0
55,13,788961682.1839,788961613.0,0,GPS,27,0,L1,-331144348.2722,-92048758.78249,-164169253.0895,19441238.5591,12846268.18401,-13391858.91683,21939458.80926,15568458.80926,54.71763776903,14.1623308536,0.026282916339538717,0.1618676336479186,0.02628284384838745,7.23810761742789e-08,1.1007509319580694e-10,0,0,0,0
56,14,788961683.1839,788961614.0,0,GPS,2,0,L1,-331151994.8664,-92024532.52325,-164169768.6324,17229598.98445,3597739.746971,20438494.21378,10264320.76245,3893320.762451,22.3672982836,16.77293055761,0.5692714366821352,3.5065567399222073,0.5693682002008499,-9.680717753863102e-05,4.3658823893483255e-08,0,0,0,0
57,14,788961683.1839,788961614.0,0,GPS,4,0,L1,-331151994.8664,-92024532.52325,-164169768.6324,25321723.32796,-271449.1475319,-8151137.999421,18272141.15934,11901141.15934,43.38147150908,12.32516318202,0.1473682977638714,0.9075939606094366,0.14736825273125914,4.383173609426708e-08,1.2008761540126717e-09,0,0,0,0
58,14,788961683.1839,788961614.0,0,GPS,21,0,L1,-331151994.8664,-92024532.52325,-164169768.6324,18233182.61216,11046150.21762,16838385.80773,8026947.93717,1655947.93717,17.18611339157,22.75793177742,2.8114990895372074,17.32321557984417,2.8128129124772165,-0.001315236341919091,1.4134019098261838e-06,0,0,0,0
59,14,788961683.1839,788961614.0,0,GPS,27,0,L1,-331151994.8664,-92024532.52325,-164169768.6324,19439575.46452,12846192.089,-13394318.89244,21941413.22352,15570413.22352,54.72489240313,14.16255443066,0.026270118013728794,0.1617888129933676,0.026270045545793506,7.235791505378714e-08,1.1002023527147061e-10,0,0,0,0
60,15,788961684.1839,788961615.0,0,GPS,2,0,L1,-331159639.5478,-92000305.93635,-164170284.8126,17230574.2982,3600004.745383,20437255.20846,10262278.2424,3891278.242399,22.36261852271,16.78405971578,0.569977903272393,3.5109087165082316,0.5700748412906375,-9.698178306768418e-05,4.37648231723289e-08,0,0,0,0
61,15,788961684.1839,788961615.0,0,GPS,4,0,L1,-331159639.5478,-92000305.93635,-164170284.8126,25322657.35344,-271008.9878493,-8148184.33969,18269567.70794,11898567.70794,43.37388717781,12.33900567711,0.1474592788479165,0.9081542845280965,0.14745923389733148,4.374812187916896e-08,1.2024631293834453e-09,0,0,0,0
62,15,788961684.1839,788961615.0,0,GPS,21,0,L1,-331159639.5478,-92000305.93635,-164170284.8126,18233948.70576,11048005.0402,16836364.01711,8027391.564919,1656391.564919,17.18708275265,22.75584422233,2.8111428491141113,17.32102032155356,2.8124564630156494,-0.0013150268903750208,1.412988836732366e-06,0,0,0,0
63,15,788961684.1839,788961615.0,0,GPS,27,0,L1,-331159639.5478,-92000305.93635,-164170284.8126,19437912.46238,12846116.30485,-13396778.86774,21943367.7748,15572367.7748,54.73214721066,14.16277763828,0.026265460018020353,0.16176012605508167,0.026265387577412397,7.233060051649116e-08,1.1000744175943626e-10,0,0,0,0
64,16,788961685.1839,788961616.0,0,GPS,2,0,L1,-331167282.3202,-91976079.00778,-164170801.6297,17231550.03399,3602269.620164,20436016.20313,10260236.47574,3889236.47574,22.35794017694,16.79518375865,0.5707111764392806,3.5154259767106355,0.5708083198857503,-9.718734408730202e-05,4.3897617542149216e-08,0,0,0,0
65,16,788961685.1839,788961616.0,0,GPS,4,0,L1,-331167282.3202,-91976079.00778,-164170801.6297,25323591.57774,-270568.9665797,-8145230.679959,18266994.38,11895994.38,43.36630301263,12.35285185687,0.14754646020360018,0.9086912065887452,0.1475464152464422,4.375324851129117e-08,1.203909484734474e-09,0,0,0,0
66,16,788961685.1839,788961616.0,0,GPS,21,0,L1,-331167282.3202,-91976079.00778,-164170801.6297,18234715.16715,11049859.80924,16834342.22649,8027836.696481,1656836.696481,17.18805509592,22.7537502333,2.811403004928605,17.322621730183894,2.812716487654423,-0.0013148953104035641,1.412584585440466e-06,0,0,0,0
67,16,788961685.1839,788961616.0,0,GPS,27,0,L1,-331167282.3202,-91976079.00778,-164170801.6297,19436249.5526,12846040.83125,-13399238.84335,21945322.46367,15574322.46367,54.73940219309,14.16300047666,0.026260322915811755,0.1617284886630377,0.026260250536633323,7.22692270225203e-08,1.0995140964569217e-10,0,0,0,0
68,17,788961686.1839,788961617.0,0,GPS,2,0,L1,-331174923.1778,-91951851.75729,-164171319.0836,17232526.19162,3604534.372267,20434777.19781,10258195.46292,3887195.462919,22.35326324742,16.80630268673,0.5711012291137388,3.5178288063678735,0.5711984732181505,-9.72880524002044e-05,4.394798852113556e-08,0,0,0,0
69,17,788961686.1839,788961617.0,0,GPS,4,0,L1,-331174923.1778,-91951851.75729,-164171319.0836,25324526.00088,-270129.0822756,-8142277.020228,18264421.17556,11893421.17556,43.35871901392,12.36670172269,0.14761748511289385,0.9091286266199746,0.14761744020750364,4.370034983253002e-08,1.2050403711910501e-09,0,0,0,0
70,17,788961686.1839,788961617.0,0,GPS,21,0,L1,-331174923.1778,-91951851.75729,-164171319.0836,18235481.99568,11051714.52575,16832320.43588,8028283.331606,1657283.331606,17.18903042083,22.75164981187,2.8113153819424515,17.322080983317047,2.8126286852621685,-0.0013147154976017846,1.4121778849066264e-06,0,0,0,0
71,17,788961686.1839,788961617.0,0,GPS,27,0,L1,-331174923.1778,-91951851.75729,-164171319.0836,19434586.73483,12845965.66904,-13401698.81896,21947277.28977,15576277.28977,54.74665734908,14.16322294591,0.026246291165482882,0.16164207191785185,0.02624621883821147,7.22174143998215e-08,1.098570116704823e-10,0,0,0,0
72,18,788961687.1839,788961618.0,0,GPS,2,0,L1,-331182562.1251,-91927624.16843,-164171837.174,17233509.95998,3606798.093823,20433541.21791,10256155.15044,3885155.150443,22.3485817046,16.81743099645,0.5717570815192194,3.521869000734964,0.5718544894659592,-9.74519936506717e-05,4.404691088175873e-08,0,0,0,0
73,18,788961687.1839,788961618.0,0,GPS,4,0,L1,-331182562.1251,-91927624.16843,-164171837.174,25325466.34442,-269690.7000204,-8139324.607155,18261851.85604,11890851.85604,43.35113444435,12.38056091958,0.14771322660363184,0.9097182677078242,0.14771318167409142,4.372293728323556e-08,1.2066031284999274e-09,0,0,0,0
74,18,788961687.1839,788961618.0,0,GPS,21,0,L1,-331182562.1251,-91927624.16843,-164171837.174,18236255.82569,11053570.16559,16830301.13268,8028730.374161,1657730.374161,17.19000213708,22.74955723883,2.811291786086536,17.321934590092976,2.812604915036077,-0.001314540712283434,1.4117627426197197e-06,0,0,0,0
75,18,788961687.1839,788961618.0,0,GPS,27,0,L1,-331182562.1251,-91927624.16843,-164171837.174,19432927.5866,12845896.15542,-13404160.56801,21949236.686,15578236.686,54.75391088539,14.16344543198,0.026235906762041485,0.1615781178649266,0.026235834462109687,7.219013536765762e-08,1.0979643059733803e-10,0,0,0,0
76,19,788961688.1839,788961619.0,0,GPS,2,0,L1,-331190199.1584,-91903396.25373,-164172355.9008,17234475.91957,3609062.8024,20432294.73448,10254113.62357,3883113.623573,22.34391404825,16.82850141466,0.5724358712864703,3.5260505049514745,0.5725334505398757,-9.762340392594286e-05,4.415052052844808e-08,0,0,0,0
77,19,788961688.1839,788961619.0,0,GPS,4,0,L1,-331190199.1584,-91903396.25373,-164172355.9008,25326389.49002,-269249.5047024,-8136367.865997,18259271.07729,11888271.07729,43.34355216006,12.39459484491,0.14779594625056466,0.9102277118428548,0.147795901365167,4.3677421798787684e-08,1.2079758881674226e-09,0,0,0,0
78,19,788961688.1839,788961619.0,0,GPS,21,0,L1,-331190199.1584,-91903396.25373,-164172355.9008,18237012.80257,11055421.543,16828273.30891,8029179.618331,1658179.618331,17.19099048042,22.747421832,2.8113228970882433,17.32212522949219,2.81263586962192,-0.0013143838852742414,1.4113515976073053e-06,0,0,0,0
79,19,788961688.1839,788961619.0,0,GPS,27,0,L1,-331190199.1584,-91903396.25373,-164172355.9008,19431256.84384,12845813.18887,-13406615.55862,21951182.32751,15580182.32751,54.76116878823,14.16368791928,0.026213343374189534,0.16143915782610554,0.026213271180499955,7.208407877341197e-08,1.0961080390501324e-10,0,0,0,0
80,20,788961689.1839,788961620.0,0,GPS,2,0,L1,-331197834.2801,-91879168.00398,-164172875.2638,17235442.30113,3611327.38901,20431048.25105,10252072.85326,3881072.853261,22.33924780976,16.83956638784,0.5730739972388313,3.5299815548082973,0.5731717447264197,-9.779173990481193e-05,4.4252316431645945e-08,0,0,0,0
81,20,788961689.1839,788961620.0,0,GPS,4,0,L1,-331197834.2801,-91879168.00398,-164172875.2638,25327312.83463,-268808.4458328,-8133411.124839,18256690.4223,11885690.4223,43.3359700364,12.40863266219,0.14788197317152119,0.9107575244903562,0.14788192834146457,4.3620634859470163e-08,1.2094217651715995e-09,0,0,0,0
82,20,788961689.1839,788961620.0,0,GPS,21,0,L1,-331197834.2801,-91879168.00398,-164172875.2638,18237770.14662,11057272.86801,16826245.4854,8029630.365416,1658630.365416,17.19198180476,22.74527998634,2.811237027383656,17.32159519345095,2.812549806372634,-0.0013141899079575506,1.410918979559924e-06,0,0,0,0
83,20,788961689.1839,788961620.0,0,GPS,27,0,L1,-331197834.2801,-91879168.00398,-164172875.2638,19429586.19251,12845730.534,-13409070.54922,21953128.1057,15582128.1057,54.76842687,14.16393005976,0.026211475072438015,0.16142765188217162,0.026211402932222464,7.203054097055931e-08,1.0967458045445881e-10,0,0,0,0
