-50,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350
-90,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951,-905.530550164951
-89,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282,-884.966166110282
-88,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855,-864.631551709855
-87,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367,-844.52670696367
-86,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728,-824.651631871728
-85,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027,-805.006326434027
-84,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569,-785.590790650569
-83,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352,-766.405024521352
-82,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378,-747.449028046378
-81,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646,-728.722801225646
-80,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156,-710.226344059156
-79,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908,-691.959656546908
