-50,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350
-90,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379,-26.1655345583379
-89,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512,-25.3429591961512
-88,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341,-24.5295746201341
-87,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867,-23.7253808302867
-86,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609,-22.930377826609
-85,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101,-22.144565609101
-84,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626,-21.3679441777626
-83,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594,-20.600513532594
-82,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595,-19.842273673595
-81,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657,-19.0932246007657
